Job,Date,Cost,Vendor,Description,
hall,8/22/2017,$73.30,Home Depot,"sink switch, disposer switch",
hall,8/22/2017,$23.90,City of Santa Cruz,dump,
hall,8/22/2017,$577.39,San Lorenzo Lumber,lumber,
Whispering Pines,8/23/2017,$18.93,San Lorenzo Lumber,concrete mix,
hall,8/23/2017,$17.84,Home Depot,vinyl replacement,
hall,8/23/2017,$73.87,IES,"plate, switch, extender",
hall,8/23/2017,$62.52,San Lorenzo Lumber,"screw slot, lumber",
hall,8/23/2017,$23.90,San Lorenzo Lumber,finish brad,
hall,8/24/2017,$15.11,San Lorenzo Lumber,shelf,
hall,8/24/2017,$31.11,Home Depot,closet rod,
hall,8/24/2017,$201.81,San Lorenzo Lumber,delux starter,
hall,8/25/2017,$171.19,San Lorenzo Lumber,shelf and support,
Whispering Pines,8/28/2017,$249.21,IES,"nipple, locknut, other misc",
hall,8/28/2017,$397.11,San Lorenzo Lumber,bifold unit,
souza,8/28/2017,"$2,009.23",San Lorenzo Lumber,1x10 lumber,
Whispering Pines,8/29/2017,-$484.95,Big Creek Lumber,return,
Whispering Pines,8/29/2017,$49.11,IES,no receipt,
hall,8/29/2017,$634.73,Big Creek Lumber,lumber,
souza,8/29/2017,$50.72,San Lorenzo Lumber,pine stop,
Whispering Pines,8/30/2017,$107.78,San Lorenzo Lumber,lumber,
souza,8/30/2017,$11.51,San Lorenzo Lumber,lant screw,
Whispering Pines,8/31/2017,$330.86,home depot,"rubber cord, stranded thin, murray pole, other misc",
Whispering Pines,8/31/2017,$44.50,San Lorenzo Lumber,lumber,
Whispering Pines,9/1/2017,$205.67,Big Creek Lumber,"lumber, screw",
souza,9/1/2017,$13.80,San Lorenzo Lumber,base  ,
souza,9/4/2017,"$12,293.33",GLF Enterprises,bathrooms,
hall,9/5/2017,$20.00,Buena Vista Landfill,dump,
Whispering Pines,9/6/2017,$307.88,San Lorenzo Lumber,lumber,
Whispering Pines,9/7/2017,$95.44,San Lorenzo Lumber,lumber,
Whispering Pines,9/7/2017,$46.24,San Lorenzo Lumber,"gate latch, hinge",
hall,9/7/2017,$11.32,Home Depot,"stud, lumber",
Whispering Pines,9/8/2017,$83.68,San Lorenzo Lumber,"diablo fiber blade, pull",
Whispering Pines,9/8/2017,-$95.32,San Lorenzo Lumber,return,
hall,9/8/2017,$5.29,Big Creek Lumber,nipple,
souza,9/8/2017,"$1,911.77",San Lorenzo Lumber,slab for pocket ovation,
kuo,9/11/2017,$97.48,San Lorenzo Lumber," concrete mix, lumber ",
kuo,9/11/2017,$30.50,Ben Lomond Transfer Station, dump ,
kuo,9/11/2017,$23.31,Scarborough Lumber, pointed stake ,
hall,9/11/2017,$55.08,King's Paint,paint,
hall,9/11/2017,$85.93,San Lorenzo Lumber,sc hb prmd,
kuo,9/12/2017,"$1,967.31",Big Creek," lumber, ground contact, exterior screw, bean pole ",
hall,9/12/2017,$397.11,San Lorenzo Lumber,bifold unit,
souza,9/12/2017,$34.36,San Lorenzo Lumber,bevel casing,
souza,9/12/2017,$85.93,San Lorenzo Lumber,hb prmd,
souza,9/12/2017,$49.37,San Lorenzo Lumber,pulls,
hall,9/13/2017,$16.34,Home Depot,pink jt,
souza,9/13/2017,-$132.11,San Lorenzo Lumber,return,
souza,9/13/2017,$56.07,Big Creek,"lumber, work gloves",
kuo,9/14/2017,$53.22,San Lorenzo Lumber, lumber ,
hall,9/14/2017,$62.52,San Lorenzo Lumber,"screw slot, lumber",
hall,9/14/2017,$40.16,San Lorenzo Lumber,"screw, base",
hall,9/14/2017,$8.43,San Lorenzo Lumber,push lock,
hall,9/14/2017,$9.16,San Lorenzo Lumber,"track. A;I, bottom",
hall,9/14/2017,$245.97,Home Depot,"fanlight (?), bifold set",
hall,9/14/2017,$41.21,San Lorenzo Lumber,"pvc disposer, pigtail kit, brace",
souza,9/14/2017,$416.64,San Lorenzo Lumber,shaker frame,
kuo,9/15/2017,$435.49,Big Creek, lumber   ,
hall,9/15/2017,$31.50,ben lomond transfer center,dump,
souza,9/15/2017,$61.83,San Lorenzo Lumber,wild hog 6 gallon,
souza,9/15/2017,$694.61,home depot,"slim-line, breaker, tamper, other misc",
kuo,9/18/2017,$75.20,San Lorenzo Lumber, lumber ,
kuo,9/18/2017,"$1,183.45",Big Creek," lumber, ground contact, fence post  ",
kuo,9/18/2017,$7.57,San Lorenzo Lumber, concrete mix   ,
kuo,9/18/2017,$114.94,San Lorenzo Lumber, lumber ,
souza,9/18/2017,$77.04,San Lorenzo Lumber,"fastner, lumber",
hall,9/19/2017,$22.00,Buena Vista Landfill,dump,
souza,9/19/2017,$323.68,San Lorenzo Lumber,lumber,
souza,9/19/2017,$40.25,San Lorenzo Lumber,step stringer,
souza,9/20/2017,$83.96,San Lorenzo Lumber,"handrail bracket, cover, lumber",
souza,9/20/2017,$61.45,San Lorenzo Lumber,"hose, valve, coupling, other misc",
souza,9/20/2017,$416.64,San Lorenzo Lumber,"shaker frame, duplicate?",
hall,9/21/2017,$67.24,San Lorenzo Lumber,"lumber, finishing blade",
souza,9/21/2017,$67.24,San Lorenzo Lumber,"finishing blade, lumber",
souza,9/21/2017,$13.45,San Lorenzo Lumber,"plate, cover",
Whispering Pines,9/22/2017,$116.14,home depot,french drain pipe,
Whispering Pines,9/22/2017,$129.52,San Lorenzo Lumber,lumber,
souza,9/22/2017,$82.21,San Lorenzo Lumber,"screen door, gate latch and hinge",
souza,9/22/2017,$23.36,San Lorenzo Lumber,door stop,
souza,9/22/2017,$51.09,San Lorenzo Lumber,"nail puller, lumber",
souza,9/22/2017,$129.52,San Lorenzo Lumber,lumber,
Whispering Pines,9/25/2017,$8.19,home depot,"tile tape, plug",
Whispering Pines,9/25/2017,$40.48,home depot,"bolt, gate ccable, elbow",
kuo,9/25/2017,-$512.48,Big Creek, return ,
souza,9/25/2017,$55.49,San Lorenzo Lumber,"cement, plog, treaded cap",
Whispering Pines,9/26/2017,$27.24,San Lorenzo Lumber,"latch pull, gate latch, paint, glue",
Whispering Pines,9/26/2017,$33.47,Ewing,flexdrain,
8th avenue,9/28/2017,$503.32,San Lorenzo Lumber,"sealant, sidewinder, lumber",
Whispering Pines,9/29/2017,-$29.84,home depot,refund,
hall,9/29/2017,-$61.83,San Lorenzo Lumber,return,
8th avenue,9/29/2017,$11.33,San Lorenzo Lumber,2x4 lumber,
8th avenue,9/29/2017,$47.44,San Lorenzo Lumber,"mastic, putty knife, chisel scraper",
8th avenue,9/29/2017,$118.26,San Lorenzo Lumber,lumber,
8th avenue,9/29/2017,$14.63,San Lorenzo Lumber,termite/ant aerp,
8th avenue,9/29/2017,$80.84,Big Creek Lumber,lumber,
hall,10/2/2017,$640.00,Guy's Gutters,downspouts,
8th avenue,10/2/2017,$67.79,Big Creek Lumber,"flashing, sealant, caulk",
8th avenue,10/3/2017,$99.70,Big Creek Lumber,"flashing, sealant, caulk",
almar2,10/4/2017,$103.35,San Lorenzo Lumber,"cement edger, concrete mix, lumber",
8th avenue,10/4/2017,$76.55,San Lorenzo Lumber,lumber,
Whispering Pines,10/5/2017,-$7.80,San Lorenzo Lumber,refund,
almar2,10/5/2017,$146.40,San Lorenzo Lumber,"base, plate, titen hd, screw",
almar2,10/5/2017,$284.62,Big Creek,lumber,
almar2,10/5/2017,$97.81,San Lorenzo Lumber,lumber,
almar2,10/5/2017,$650.99,Big Creek,"lumber, headlock fastner",
8th avenue,10/5/2017,-$67.26,San Lorenzo Lumber,return,
8th avenue,10/5/2017,$109.36,San Lorenzo Lumber,"brad, siding",
almar2,10/6/2017,$20.32,San Lorenzo Lumber,lumber,
almar2,10/10/2017,$146.73,Big Creek,"gate hinge, gate latch, lumber",
almar2,10/10/2017,$17.27,San Lorenzo Lumber,lumber,
souza,10/11/2017,$172.82,Big Creek,"lumber, gate kit",
bean creek,10/11/2017,$110.71,San Lorenzo Lumber,"drywall, lumber",
hall,10/12/2017,$79.18,San Lorenzo Lumber,"tool set, ext cord",
almar2,10/12/2017,$13.44,Home Depot,"gate cable, screw",
almar2,10/12/2017,$12.74,San Lorenzo Lumber,gate latch pull,
souza,10/13/2017,"$1,008.69",Ferguson Enterprises,"aquapex coil, talon, propex ring, many misc",
hall,10/16/2017,$684.74,San Lorenzo Lumber,lumber,
souza,10/16/2017,$149.27,San Lorenzo Lumber,lumber,
souza,10/17/2017,$190.54,San Lorenzo Lumber,lumber,
hall,10/18/2017,$150.00,San Lorenzo Lumber,return,
souza,10/19/2017,$32.02,San Lorenzo Lumber,lumber,
souza,10/19/2017,$238.52,"windows, inc",windows,
erba,10/25/2017,$57.30,Big Creek,lumber,
souza,10/27/2017,$39.50,Ben Lomond Transfer,dump,
erba,10/31/2017,$834.65,San Lorenzo Lumber,lumber,
erba,11/1/2017,$164.62,San Lorenzo Lumber,lumber,
erba,11/1/2017,$38.26,Home Depot,insulation,
erba,11/1/2017,$378.86,Big Creek,"flashing, blades, cauling, impact bit, other misc",
erba,11/3/2017,$33.93,Big Creek,"wire, flashing",
erba,11/6/2017,$121.54,graniterock,wallboard,
erba,11/6/2017,$18.65,Home Depot,screw,
bean creek,11/7/2017,$17.07,Home Depot,action hoe,
erba,11/7/2017,$17.34,Big Creek,hot mud,
bean creek,11/9/2017,$40.44,San Lorenzo Lumber,lumber,
hall,11/12/2017,$50.50,Scarborough Lumber,"abs, trap, vent, other small misc",
erba,11/14/2017,$262.80,San Lorenzo Lumber,lumber,
erba,11/14/2017,$120.71,Big Creek,fastners,
erba,11/14/2017,"$1,406.86",San Lorenzo Lumber,lumber,
bean creek,11/15/2017,$74.05,Graniterock,granite rock fines,
erba,11/15/2017,$689.85,San Lorenzo Lumber,lumber,
erba,11/15/2017,$129.12,San Lorenzo Lumber,fastners,
bean creek,11/17/2017,$26.71,San Lorenzo Lumber,"wall pipe, elbow",
erba,11/19/2017,"$3,167.00",ABC Inc," labor, materials ",
hall,11/20/2017,$18.52,Home Depot,"outlet, tape",
bean creek,11/20/2017,$78.58,San Lorenzo Lumber,"receptical, decorative plates, mallet",
bean creek,11/20/2017,$106.57,Home Depot,"stone, concrete cap",
bean creek,11/20/2017,$31.63,Home Depot,tamper,
bean creek,11/20/2017,$8.55,Slakey Brothers,vent hood,
erba,11/20/2017,$164.62,San Lorenzo Lumber,lumber,
bean creek,11/21/2017,$186.62,San Lorenzo Lumber,skylite,
beam,11/22/2017,$38.43,Graniterock, granite rock fines  ,
beam,11/27/2017,$46.86,Aptos Landscape Supply, all sizes champagne ,
Niesen,11/27/2017,$31.50,Buena Vista Landfill,dump,
erba,11/28/2017,$600.00,aBC Inc,12 hr labor,
Niesen,11/30/2017,$45.68,San Lorenzo Lumber,lumber,
Niesen,12/1/2017,$29.37,San Lorenzo Lumber,lumber,
Niesen,12/1/2017,$82.05,Ferguson,"shower trim, rittem",
Niesen,12/1/2017,$21.79,Ferguson,dwv coup and comb,
Niesen,12/4/2017,$25.74,Home Depot,"blade, coupling",
beam,12/5/2017,$40.97,Home Depot, step stone ,
hector,12/5/2017,"$1,476.80",San Lorenzo Lumber,styleline,
hector,12/5/2017,$190.59,Big Creek,"lumber, caulk, exterior screw",
erba,12/6/2017,$149.97,San Lorenzo Lumber,"shovel, concrete mix",
hector,12/6/2017,$43.43,San Lorenzo Lumber,"blade, pro 4-piece set",
hector,12/8/2017,$19.42,Big Creek,lumber,
8th avenue,12/9/2017,$42.79,Home Depot,"roller, brushes",
beam,12/11/2017,$62.25,Home Depot, step stone ,
Niesen,12/11/2017,$51.08,San Lorenzo Lumber,"joint compound, saw",
Niesen,12/11/2017,$21.78,Scarborough Lumber,"shims, seal ",
Niesen,12/11/2017,$45.44,San Lorenzo Lumber,concrete mix,
8th avenue,12/11/2017,$191.10,San Lorenzo Lumber,"concrete mix, lumber",
8th avenue,12/11/2017,$27.69,San Lorenzo Lumber,"door hinge, bolt latch",
hector,12/11/2017,$122.84,San Lorenzo Lumber,tube roll,
hector,12/11/2017,$45.44,San Lorenzo Lumber,concrete mix,
bean creek,12/12/2017,$45.98,San Lorenzo Lumber,gas connector,
erba,12/12/2017,$177.30,San Lorenzo Lumber,"deck tie, bolts, threaded rod",
erba,12/12/2017,$22.57,Big Creek,"threaded rod, bit",
erba,12/12/2017,$85.32,Big Creek,hex bolt,
erba,12/12/2017,$81.93,Big Creek,lumber,
hector,12/12/2017,$113.68,Big Creek,"lumber, caulk, exterior screw",
hector,12/12/2017,$45.98,San Lorenzo Lumber,gas connector,
bean creek,12/13/2017,$7.39,Scarborough Lumber,"flare, pipe joint",
beam,12/13/2017,$170.07,Home Depot, step stone ,
hector,12/13/2017,$59.65,San Lorenzo Lumber,lumber,
hector,12/13/2017,$86.60,Home Depot,"elbow, coupling, conduit body, other misc",
erba,12/14/2017,$44.31,Home Depot,"concrete block, rebar",
Niesen,12/14/2017,$149.66,Ferguson,shower trim  ,
hector,12/14/2017,$145.71,Ferguson,"gas pipe, elbow, permasert",
hector,12/14/2017,$347.99,Big Creek,"lumber, wire stapler, blade",
erba,12/15/2017,$812.50,ABC Inc,16.25 hr labor,
Niesen,12/15/2017,$160.57,San Lorenzo Lumber,"bullhose base, ext ply",
8th avenue,12/15/2017,$525.00,ABC Inc,10.5 hr labor,
hector,12/15/2017,$182.74,Big Creek,"lumber, siding nail",
Niesen,12/19/2017,$180.49,San Lorenzo Lumber,"bar pull, barn kit",
erba,12/20/2017,"$13,000.00",Sea Berg,spiral stair and rail,
Niesen,12/20/2017,$196.86,San Lorenzo Lumber,slab,
Niesen,12/21/2017,$92.80,San Lorenzo Lumber,"paint, stain, brushes",
hector,12/21/2017,$10.64,San Lorenzo Lumber,"caulk, latex",
hector,12/21/2017,$142.42,San Lorenzo Lumber,"danish oil, nipple, ball valve, cap, other misc",
hector,12/22/2017,$116.61,Big Creek,"lumber, flashing, exterior screw",
erba,12/27/2017,-$75.42,San Lorenzo Lumber,return,
Niesen,12/27/2017,$9.40,San Lorenzo Lumber,sealant,
8th avenue,12/27/2017,$142.14,San Lorenzo Lumber,lumber,
8th avenue,12/27/2017,$489.05,Big Creek,"lumber, screw",
8th avenue,12/28/2017,$27.36,Home Depot,"latex, scraper",
8th avenue,12/28/2017,$499.71,Big Creek,"llumber, adhesive",
8th avenue,12/29/2017,$13.28,Big Creek,lumber,
8th avenue,12/30/2017,-$31.05,San Lorenzo Lumber,return,
Niesen,1/13/2018,$4.33,San Lorenzo Lumber,painters touch spray,
deannes,1/15/2018,$13.30,Home Depot,carpet protector,
deannes,1/19/2018,$214.53,Ferguson,"shower drain, auqapex, shark cap",
deannes,1/19/2018,$68.25,San Lorenzo Lumber,"lumber, stud",
deannes,1/19/2018,$50.16,Home Depot,"elbow, tape, cap, misc",
deannes,1/22/2018,$29.40,Orchard Supply Co,coupling,
deannes,1/22/2018,$23.99,Home Depot,"coupling, pipe, cement",
erba,1/23/2018,$42.03,Big Creek,"stain, brush",
erba,1/23/2018,-$35.72,Big Creek,return,
erba,1/23/2018,$42.58,Home Depot,cleaning supplies,
deannes,1/23/2018,$17.12,San Lorenzo Lumber, drywall ,
deannes,1/23/2018,$42.03,Big Creek," sealer, brush ",
deannes,1/24/2018,"$1,427.82",Tile Outlet,"timbers, cement",
deannes,1/25/2018,$27.11,Home Depot,insulation roll,
deannes,1/25/2018,$73.22,San Lorenzo Lumber,"restoration kit, screws",
deannes,1/25/2018,$78.50,San Lorenzo Lumber,lumber  ,
deannes,1/26/2018,$9.27,San Lorenzo Lumber,facia,
deannes,1/29/2018,$856.07,Tile Outlet,quartz prefab,
erba,1/30/2018,$230.58,San Lorenzo Lumber,"lumber, stakes",
hector,1/31/2018,$54.85,IES,,
deannes,2/2/2018,$92.77,San Lorenzo Lumber,siding,
deannes,2/2/2018,-$39.05,San Lorenzo Lumber,return,
erba,2/5/2018,$68.09,San Lorenzo Lumber,lumber,
deannes,2/5/2018,$26.82,Home Depot,paint,
erba,2/6/2018,$330.00,Tri-County Concrete Pumping,3 hr concrete pumped,
erba,2/7/2018,$6.82,San Lorenzo Lumber,brush,
erba,2/8/2018,$20.47,Home Depot,sheet metal,
hector,2/9/2018,$26.85,San Lorenzo Lumber,lumber,
hector,2/9/2018,$114.04,San Lorenzo Lumber,"foil sides, hardware cloth",
hector,2/12/2018,$44.01,Home Depot,"oakridge brownwood, steel grip edge",
hector,2/13/2018,$22.21,San Lorenzo Lumber,"barrel bolt, hinge",
deannes,2/13/2018,$95.58,Ferguson,shower trim,
deannes,2/13/2018,$6.31,Orchard Supply Co,toilet pvc,
deannes,2/14/2018,-$31.16,Home Depot,return,
kennedy,2/27/2018,"$1,529.00",Home Depot,JH lap,
kennedy,2/27/2018,$262.27,Home Depot,"insulation, tyvek",
kennedy,3/5/2018,$278.35,San Lorenzo Lumber,"building tape, tyvek, sealant, flashing",
kennedy,3/5/2018,$446.28,Home Depot,"insulation, tyvek",
kennedy,3/5/2018,$93.94,San Lorenzo Lumber,lumber,
kennedy,3/6/2018,$53.12,Home Depot,"hinge, door pull, other small misc",
kennedy,3/6/2018,$291.53,San Lorenzo Lumber,lumber,
deannes,3/7/2018,$192.55,Home Depot,"faucet, tailpiece",
deannes,3/7/2018,$116.70,Home Depot,"supply line, runner",
deannes,3/8/2018,$6.76,Home Depot,"hook, hanger",
kennedy,3/8/2018,$193.90,San Lorenzo Lumber,trim board,
kennedy,3/12/2018,$148.41,Home Depot,"pipe, runner, sensor, paint",
kennedy,3/12/2018,$374.83,San Lorenzo Lumber,"hardipanel, trim",
deannes,3/13/2018,$85.48,Home Depot,"alarm, knife",
kennedy,3/13/2018,$18.00,San Lorenzo Lumber,garbage bags,
deannes,3/14/2018,$21.18,Home Depot,smoke alarm,
kennedy,3/15/2018,-$190.53,San Lorenzo Lumber,return,
wagener,3/15/2018,$61.50,Buena Vista Landfill,dump,
kennedy,3/19/2018,$114.23,San Lorenzo Lumber,lumber,
kennedy,3/19/2018,$21.47,San Lorenzo Lumber,screw,
kennedy,3/19/2018,$59.04,San Lorenzo Lumber,lumber,
kennedy,3/21/2018,$107.32,San Lorenzo Lumber,hanger,
wagener,3/21/2018,$229.60,San Lorenzo Lumber,lumber,
wagener,3/22/2018,$55.11,IES,building wire,
wagener,3/22/2018,$643.43,Ferguson,"elbows, tees, rittem, other disc",
wagener,3/22/2018,$61.46,Ferguson,abs,
wagener,3/22/2018,$121.64,San Lorenzo Lumber,"pipe, wood cap, lumber",
wagener,3/22/2018,$36.85,San Lorenzo Lumber,"tarp, post cap",
wagener,3/23/2018,"$6,475.74",sears,kitchen appliances,
kennedy,3/26/2018,$30.75,Buena Vista Landfill,dump,
kennedy,3/26/2018,$210.36,Home Depot,paint,
kennedy,3/27/2018,$109.75,Big Creek Lumber  ,"flashing, coupling, sealant",
kennedy,3/28/2018,$40.58,Home Depot,insulation  ,
wagener,3/29/2018,$42.87,IES,"romex, sheathed and branc",
kennedy,4/4/2018,$85.90,Big Creek Lumber  ,"sealant, flashing",
kennedy,4/4/2018,$97.51,Home Depot,paint,
kennedy,4/4/2018,$118.21,San Lorenzo Lumber,"drywall, washer, flashing",
kennedy,4/5/2018,$89.97,San Lorenzo Lumber,lumber,
wagener,4/6/2018,$400.51,IES,"condensation sensor, fan",
wagener,4/6/2018,$228.07,Ferguson,rough valve,
kennedy,4/10/2018,$332.32,San Lorenzo Lumber,lumber,
kennedy,4/11/2018,$136.88,San Lorenzo Lumber,lumber,
wagener,4/12/2018,$221.87,Home Depot,"cleanstream flilter, suspension rig, other misc",
wagener,4/13/2018,$273.16,Home Depot,"studs, abs pipes, other misc",
wagener,4/13/2018,$203.24,Ferguson,moen valves,
wagener,4/16/2018,"$1,843.42",Bidappliance,thermador,quote
wagener,4/17/2018,"$17,000.00",JC Heating & Air,proposal,
wagener,4/17/2018,$79.72,San Lorenzo Lumber,lumber,
wagener,4/17/2018,$897.54,Home Depot,"breaker, wire, reducer tee, angle stop, other",
wagener,4/18/2018,"$1,244.87",San Lorenzo Lumber,tuscany,
wagener,4/18/2018,$34.17,San Lorenzo Lumber,ext screws,
wagener,4/19/2018,$132.42,Home Depot,"drain pan, coupling, batteries",
wagener,4/19/2018,$57.84,Home Depot,tub drain,
wagener,4/20/2018,$18.00,Buena Vista Landfill,dump,
wagener,4/23/2018,$39.55,IES,insulation,
kennedy,4/24/2018,$39.55,IES,ceil slope,
wagener,4/24/2018,"$1,751.62",Two Stone Cabinets,"cabinets, tray, molding",
wagener,4/24/2018,"$7,180.75",Two Stone Cabinets,"vanity, cabinets, molding, installation",
wagener,4/26/2018,$50.20,San Lorenzo Lumber,lumber,
kennedy,4/27/2018,$109.50,San Lorenzo Lumber,lumber,
wagener,4/27/2018,$943.42,Built In Distributing,,
kennedy,4/30/2018,$45.34,Home Depot,paint,
wagener,4/30/2018,$65.52,San Lorenzo Lumber,lumber,
wagener,5/1/2018,$23.01,Home Depot,"coverall, shoe covers",
kennedy,5/2/2018,$16.64,San Lorenzo Lumber,lumber,
wagener,5/2/2018,"$3,099.00",Woodstove and Sun,harbor insert (2 payments),
kennedy,5/3/2018,$231.77,Big Creek Lumber  ,lumber,
kennedy,5/4/2018,"$1,017.00",Guy's Gutters,gutter and downspouts,
wagener,5/7/2018,$28.00,Buena Vista Landfill,dump,
wagener,5/7/2018,$145.02,Home Depot,"respirator, eyeglass protector, coverall",
wagener,5/8/2018,$157.30,Home Depot,"drywall, fastset",
wagener,5/8/2018,$419.90,San Lorenzo Lumber,prehung helleher,
wagener,5/8/2018,$78.12,San Lorenzo Lumber,door ,
kennedy,5/9/2018,$101.01,Big Creek Lumber  ,Composite legacy tigerwood,
kennedy,5/9/2018,$64.28,Home Depot,shoe white,
kennedy,5/9/2018,$12.86,Home Depot,shoe white,
wagener,5/9/2018,$418.81,San Lorenzo Lumber,pair,
wagener,5/9/2018,"$2,507.44",San Lorenzo Lumber,interior door,
kennedy,5/10/2018,$20.00,Ben Lomond Transfer,dump,
kennedy,5/10/2018,$17.40,Home Depot,"caulk, brush",
kennedy,5/11/2018,-$48.19,San Lorenzo Lumber,return,
kennedy,5/11/2018,"$1,299.12",San Lorenzo Lumber,tuscany,
kennedy,5/14/2018,$133.62,Home Depot,paint,
wagener,5/14/2018,$241.65,Graniterock,denshield,
wagener,5/14/2018,"$1,510.03",Ferguson,"master bath, hall bath, kitchen faucet",
wagener,5/14/2018,$126.20,Home Depot,"insulation, plywood",
wagener,5/14/2018,$14.58,San Lorenzo Lumber,lumber,
wagener,5/14/2018,$178.18,San Lorenzo Lumber,lumber,
wagener,5/14/2018,$18.95,San Lorenzo Lumber,small misc,
wagener,5/14/2018,$109.78,San Lorenzo Lumber,"nailer, nail, brad",
wagener,5/14/2018,$35.10,Graniterock,screw,
wagener,5/14/2018,$355.76,San Lorenzo Lumber,lumber,
wagener,5/15/2018,$87.89,San Lorenzo Lumber,"cement brad, bugle cap and plug",
wagener,5/15/2018,"$1,091.00",Tri-County Insulation,"fiberglass batts, insulation removal",
wagener,5/16/2018,$367.76,Graniterock,"cornerbead, joint tape",
wagener,5/17/2018,$535.22,Ferguson,"pipe, elbow, plug, ring, other misc",
wagener,5/17/2018,$126.26,Ferguson,shower drain,
wagener,5/17/2018,$64.50,Home Depot,"elbow, nipple, couling",
wagener,5/18/2018,$128.36,Home Depot,"goose neck vent, expand duct, reducer, other misc",
wagener,5/18/2018,$22.91,San Lorenzo Lumber,lumber,
wagener,5/18/2018,$82.03,San Lorenzo Lumber,nail stop,
wagener,5/19/2018,$276.75,Graniterock,no receipt,
wagener,5/21/2018,$136.29,Home Depot,"switch, shower drain, other  misc",
wagener,5/21/2018,$47.51,Home Depot,"lumber, safety glasses",
wagener,5/21/2018,$61.91,Graniterock,"smooth set lite, wallboard",
wagener,5/21/2018,$125.44,Big Creek Lumber,"flashing, lumber",
wagener,5/21/2018,"$1,795.68",Two Stone Cabinets,kitchen sinks,
wagener,5/22/2018,$93.42,San Lorenzo Lumber,lumber,
wagener,5/22/2018,$96.67,San Lorenzo Lumber,ext screws,
wagener,5/23/2018,$91.64,Graniterock,"smooth set lite, ap compound",
wagener,5/24/2018,$45.33,Home Depot,drywall screw,
wagener,5/24/2018,$22.68,San Lorenzo Lumber,lumber,
wagener,5/25/2018,$53.92,San Lorenzo Lumber,demo blade,
wagener,5/25/2018,$68.06,Home Depot,"gooseneck vent, paint",
wagener,5/25/2018,$198.69,Home Depot,"fliter, electrical box, quad coax",
wagener,5/25/2018,$127.66,Big Creek Lumber,"wood screw, deck spacer, ground contact, blade, bit",
wagener,5/25/2018,"$1,552.73",Ferguson,"faucet, trim, other",
wagener,5/25/2018,$127.66,Big Creek Lumber,"ground contact, screw, spacer",
wagener,5/26/2018,$61.92,Graniterock,"wallboard, smooth set",
wagener,5/29/2018,$50.06,San Lorenzo Lumber,screws,
wagener,5/29/2018,$87.77,San Lorenzo Lumber,lumber,
wagener,5/30/2018,$24.28,San Lorenzo Lumber,"nipple, strap, flanged",
wagener,5/31/2018,$25.97,Home Depot,tandem roller,
wagener,6/1/2018,$137.93,San Lorenzo Lumber,lumber,
wagener,6/1/2018,$117.39,San Lorenzo Lumber,lumber,
wagener,6/4/2018,$33.72,Home Depot,"sliding door repair kit, spectracide",
wagener,6/5/2018,$355.76,San Lorenzo Lumber,awning,
wagener,6/6/2018,$56.91,San Lorenzo Lumber,lumber,
wagener,6/6/2018,$205.83,San Lorenzo Lumber,"hardibacker, lumber",
wagener,6/7/2018,$180.84,San Lorenzo Lumber,"flange, lumber",
wagener,6/7/2018,$220.59,Home Depot,"cabinet lighting kit, screw, puck lights, other misc",
wagener,6/7/2018,$65.36,Big Creek Lumber,blades,
wagener,6/8/2018,$171.60,Big Creek Lumber,"nails, tyvek, lumber",
wagener,6/11/2018,$89.51,Home Depot,"brush, tray, frame, rollers, other misc",
wagener,6/11/2018,$290.63,Home Depot,"starter box, puck light kit, cabinet light, kit, other misc",
wagener,6/11/2018,$14.92,San Lorenzo Lumber,"shims, screw",
wagener,6/12/2018,$422.57,San Lorenzo Lumber,"colonial casing, coronado base",
wagener,6/12/2018,$96.21,San Lorenzo Lumber,lumber,
wagener,6/13/2018,$16.86,San Lorenzo Lumber,nails   ,
wagener,6/13/2018,$98.42,Home Depot,"set lite, drywall, other misc",
wagener,6/13/2018,$76.45,Home Depot,"replacement hose, scres, handy pack",
wagener,6/14/2018,"$1,821.98",Woodstove and Sun,,
wagener,6/15/2018,$22.00,Buena Vista Landfill,dump,
wagener,6/15/2018,$22.00,Buena Vista Landfill,dump,
wagener,6/18/2018,$23.31,San Lorenzo Lumber,"saw, shims",
wagener,6/18/2018,$283.82,San Lorenzo Lumber,lumber,
wagener,6/20/2018,$33.01,San Lorenzo Lumber,stain,
wagener,6/20/2018,$99.90,San Lorenzo Lumber,handrail,
wagener,6/20/2018,$81.34,Home Depot,"board, flange, shower arm",
wagener,6/20/2018,$16.20,Home Depot,scotchblue,
wagener,6/20/2018,$109.15,Home Depot,"GFCI, switch, outlets",
wagener,6/20/2018,"$21,710.00",GLF Enterprises,"2 baths, fireplace, kitchen ($5000 paid)",
wagener,6/21/2018,$6.27,Graniterock,drywall stud,
wagener,6/21/2018,$42.72,San Lorenzo Lumber,lumber,
wagener,6/21/2018,$873.80,San Lorenzo Lumber,"starter kit, shelves, drawers, panels",
wagener,6/21/2018,$194.21,San Lorenzo Lumber,drawer,
wagener,6/21/2018,$132.01,IES,dnl housing,
wagener,6/21/2018,$380.00,Sweet's Wood Furniture,bookshelf,
wagener,6/22/2018,$66.00,IES,dnl housing,
wagener,6/22/2018,$65.91,San Lorenzo Lumber,bulk hinges,
wagener,6/22/2018,$117.05,San Lorenzo Lumber,recess light kit,
kennedy,6/25/2018,$18.79,Home Depot,"range box, electrical box",
wagener,6/25/2018,$82.55,San Lorenzo Lumber,lumber,
